-1.0866,0.019699,0.32764
-1.0553,0.019565,0.33583
-1.0133,0.016976,0.34645
-0.96507,0.014338,0.35213
-0.92524,0.012907,0.36137
-0.88151,0.011346,0.36932
-0.83979,0.011118,0.37419
-0.79334,0.0082998,0.37915
-0.74852,0.0047641,0.3851
-0.70927,0.0066628,0.39072
-0.66914,0.0030805,0.39168
-0.62627,-0.0030967,0.39189
-0.58521,-0.010717,0.39547
-0.54299,-0.014905,0.39647
-0.49814,-0.027053,0.39458
-0.45958,-0.02488,0.39927
-0.42011,-0.031027,0.39301
-0.3737,-0.037237,0.39286
-0.33494,-0.041129,0.39249
-0.29739,-0.037773,0.39051
-0.25656,-0.052495,0.38258
-0.21465,-0.068447,0.378
-0.17901,-0.054124,0.37615
-0.14002,-0.053795,0.36868
-0.095663,-0.073477,0.36151
-0.058365,-0.080236,0.35622
-0.017373,-0.085056,0.34937
0.015823,-0.076893,0.3427
0.060349,-0.092862,0.32988
0.094604,-0.093945,0.3227
0.13171,-0.10284,0.30937
0.16637,-0.095652,0.30264
0.19974,-0.093486,0.28767
0.24417,-0.099452,0.27908
0.28013,-0.11007,0.2622
0.31795,-0.11341,0.25349
0.35138,-0.11312,0.23753
0.38735,-0.12221,0.22089
0.427,-0.13018,0.20548
0.46199,-0.12879,0.19183
0.49915,-0.13226,0.17493
0.53373,-0.13987,0.15667
0.5662,-0.1264,0.14148
0.60574,-0.1519,0.11815
0.63836,-0.14181,0.1002
0.6736,-0.14672,0.081715
