,frame,x,y,undistort_x,undistort_y
7,7,1342.0,277.0,1376.677491,253.13501200000002
8,8,1331.0,274.0,1363.587672,250.669209
9,9,1315.0,270.0,1344.713134,247.46918300000002
10,10,1298.0,268.0,1324.718244,246.596989
11,11,1283.0,266.0,1307.3026619999998,245.509223
12,12,1268.0,263.0,1290.143923,243.23987599999998
13,13,1252.0,260.0,1272.0085880000001,241.00076
14,14,1234.0,260.0,1251.591034,242.237796
15,15,1218.0,258.0,1233.764319,241.014457
16,16,1202.0,257.0,1216.036096,240.860773
17,17,1187.0,256.0,1199.5585720000001,240.59287999999998
18,18,1169.0,257.0,1179.837728,242.66087000000002
19,19,1153.0,254.0,1162.643419,240.093063
20,20,1134.0,253.0,1142.249955,239.829449
21,21,1116.0,254.0,1122.9947710000001,241.664786
22,22,1099.0,255.0,1104.933427,243.382698
23,23,1084.0,257.0,1089.054965,246.07045699999998
24,24,1066.0,258.0,1070.1484710000002,247.674728
25,25,1051.0,260.0,1054.440925,250.23236400000002
26,26,1033.0,262.0,1035.6861199999998,252.786723
27,27,1017.0,263.0,1019.0924960000001,254.140909
28,28,999.0,264.0,1000.4809960000001,255.458223
29,29,983.0,269.0,983.946082,261.043512
30,30,967.0,273.0,967.468425,265.46982599999996
31,31,950.0,275.0,950.000859,267.666692
32,32,935.0,277.0,934.600999,269.808154
33,33,919.0,282.0,918.1971199999999,275.134913
34,34,904.0,285.0,902.815601,278.254667
35,35,888.0,291.0,886.435498,284.541964
36,36,874.0,294.0,872.0704599999999,287.57916
37,37,860.0,299.0,857.720956,292.722923
38,38,847.0,304.0,844.3895060000001,297.844538
39,39,833.0,309.0,830.004811,302.910796
40,40,816.0,314.0,812.472946,307.87106
41,41,806.0,320.0,802.208486,314.02716000000004
42,42,793.0,325.0,788.767252,319.019137
43,43,780.0,330.0,775.284537,323.98539300000004
44,44,769.0,337.0,763.919491,331.110188
45,45,756.0,343.0,750.378633,337.09382400000004
46,46,745.0,350.0,738.936561,344.17832400000003
47,47,732.0,356.0,725.288879,350.12550699999997
48,48,721.0,362.0,713.717628,356.122543
49,49,710.0,369.0,702.1273719999999,363.16706400000004
50,50,701.0,375.0,692.612423,369.212316
51,51,689.0,382.0,679.830864,376.209894
52,52,679.0,389.0,669.159889,383.269709
