-1.088,0.020631,0.33089
-1.0449,0.019486,0.34015
-0.99884,0.021757,0.35194
-0.94639,0.027807,0.36284
-0.89478,0.026608,0.3734
-0.84807,0.028675,0.38059
-0.80285,0.031297,0.38876
-0.75293,0.02991,0.39924
-0.70152,0.02168,0.40659
-0.65349,0.026089,0.41275
-0.60626,0.025102,0.4171
-0.56054,0.027163,0.41957
-0.51674,0.023741,0.42558
-0.46737,0.027483,0.42935
-0.41901,0.02611,0.43111
-0.37725,0.040567,0.42971
-0.33004,0.040944,0.42997
-0.28415,0.04884,0.43026
-0.24044,0.029558,0.43343
-0.19299,0.046309,0.42895
-0.14974,0.044973,0.42882
-0.10236,0.042561,0.42956
-0.057297,0.040441,0.42478
-0.018851,0.055434,0.41852
0.020979,0.043389,0.41909
0.06765,0.04379,0.41656
0.11154,0.052227,0.40959
0.15558,0.059203,0.40125
0.19521,0.060394,0.39726
0.23869,0.057977,0.38961
0.27822,0.06576,0.38229
0.32192,0.080636,0.37457
0.36334,0.085031,0.36203
0.40313,0.09165,0.35308
0.44603,0.095475,0.34208
0.48371,0.099096,0.33157
0.52503,0.11128,0.32087
0.56074,0.10729,0.30923
0.60014,0.11586,0.29683
0.64018,0.12198,0.28143
0.67728,0.13416,0.26747
0.71527,0.13927,0.25359
0.75345,0.14553,0.23668
0.79267,0.14736,0.22021
0.82956,0.15613,0.20551
0.86882,0.16601,0.18762
0.90565,0.18815,0.1692
0.94099,0.18536,0.15119
0.97836,0.18933,0.1329
1.0138,0.19521,0.1127
1.0513,0.21454,0.095727
1.0842,0.22247,0.089613
1.1064,0.22626,0.10699
1.1375,0.24561,0.1228
1.1648,0.2528,0.14377
1.1841,0.2595,0.16101
1.2091,0.26555,0.17602
1.2363,0.27496,0.19249
1.2605,0.27938,0.20322
1.2832,0.28814,0.22039
1.3044,0.29482,0.23137
1.3332,0.30759,0.24846
1.3578,0.31117,0.25943
1.3784,0.31351,0.27156
1.4042,0.32972,0.27865
1.4262,0.33538,0.28875
1.4511,0.34793,0.29815
1.4736,0.35321,0.30718
1.4988,0.36568,0.31674
1.5184,0.36516,0.3228
1.5421,0.37954,0.32691
1.5635,0.38065,0.33223
1.5878,0.39884,0.33765
1.6075,0.39991,0.342
1.6358,0.41504,0.34741
1.6548,0.42004,0.34856
1.6792,0.43259,0.35017
1.6987,0.44051,0.35443
1.7212,0.44663,0.35411
1.7425,0.45654,0.35578
1.7671,0.4623,0.35235
1.7894,0.47327,0.35338
1.8124,0.4845,0.35248
1.8359,0.49226,0.34986
1.8562,0.50497,0.34794
1.879,0.51381,0.34219
1.8997,0.52039,0.34001
1.9221,0.53122,0.33289
1.9431,0.54001,0.32874
1.9627,0.549,0.32336
1.9885,0.56338,0.31548
2.0109,0.57309,0.31141
2.0318,0.58279,0.30195
2.0521,0.59042,0.29054
2.0787,0.60096,0.28226
2.1012,0.62158,0.27326
2.1242,0.6259,0.26538
2.1442,0.63883,0.25238
2.1698,0.65464,0.23844
2.1911,0.66543,0.22975
2.2144,0.67449,0.21438
2.2379,0.6867,0.20341
2.2605,0.70395,0.1887
2.2902,0.71673,0.17319
2.3083,0.73012,0.15668
2.3322,0.74047,0.14325
2.3618,0.76507,0.12503
2.3819,0.76978,0.10805
2.4164,0.79819,0.085595
2.438,0.81172,0.07011
2.4652,0.8315,0.0495
2.4882,0.84452,0.026979
2.5044,0.8493,0.0058472
2.535,0.87101,-0.017142
2.5657,0.89423,-0.041323
2.5939,0.91526,-0.066011
2.6063,0.91383,-0.089046
2.6253,0.92644,-0.11649
2.6582,0.94952,-0.1422
2.6859,0.96729,-0.16639
