,frame,x,y,undistort_x,undistort_y
7,7,564.0,315.0,537.330479,303.084415
8,8,576.0,309.0,551.2492599999999,297.188651
9,9,591.0,303.0,568.548934,291.46186800000004
10,10,612.0,300.0,592.732937,289.31064100000003
11,11,628.0,294.0,610.726492,283.617167
12,12,648.0,288.0,633.031125,278.107467
13,13,664.0,286.0,650.808315,276.700815
14,14,684.0,282.0,672.724499,273.28272799999996
15,15,705.0,279.0,695.530082,270.93338700000004
16,16,720.0,273.0,711.523016,265.085371
17,17,738.0,273.0,730.843026,265.748902
18,18,756.0,273.0,749.998999,266.354269
19,19,774.0,270.0,768.919104,263.708967
20,20,789.0,270.0,784.663856,264.129083
21,21,810.0,270.0,806.5668730000001,264.65157999999997
22,22,825.0,264.0,821.998544,258.61560499999996
23,23,843.0,267.0,840.6543619999999,262.14648900000003
24,24,864.0,267.0,862.2473060000001,262.481808
25,25,882.0,264.0,880.6527619999999,259.539838
26,26,894.0,264.0,892.923319,259.663737
27,27,912.0,270.0,911.3336419999999,266.13219300000003
28,28,930.0,273.0,929.6710289999999,269.371489
29,29,942.0,270.0,941.871607,266.241652
30,30,957.0,273.0,957.1274970000001,269.3971
31,31,978.0,276.0,978.475199,272.488371
32,32,993.0,279.0,993.7217400000001,275.551933
33,33,1011.0,279.0,1012.063444,275.40452200000004
34,34,1020.0,282.0,1021.217526,278.460229
35,35,1041.0,288.0,1042.613359,284.490697
36,36,1053.0,291.0,1054.869639,287.458543
37,37,1068.0,297.0,1070.185511,293.49447299999997
38,38,1080.0,297.0,1082.5534519999999,293.280687
39,39,1089.0,306.0,1091.6815880000001,302.518805
40,40,1107.0,306.0,1110.345196,302.15337400000004
41,41,1122.0,315.0,1125.779283,311.229027
42,42,1137.0,315.0,1141.492305,310.876015
43,43,1146.0,324.0,1150.740663,320.064306
44,44,1161.0,330.0,1166.44118,325.957292
45,45,1176.0,336.0,1182.236437,331.838325
46,46,1188.0,339.0,1194.996198,334.65412000000003
47,47,1200.0,345.0,1207.747131,340.603616
48,48,1212.0,354.0,1220.492145,349.692139
49,49,1218.0,357.0,1226.936053,352.668037
50,50,1236.0,369.0,1246.318101,364.74427799999995
51,51,1242.0,375.0,1252.7736630000002,370.868445
52,52,1254.0,381.0,1265.915677,376.845259
