,frame,x,y,undistort_x,undistort_y
5,5,590.0,304.0,563.915638,286.406308
6,6,600.0,300.0,575.38618,282.64247
7,7,612.0,296.0,589.104105,279.00967099999997
8,8,628.0,292.0,607.315971,275.6313
9,9,642.0,288.0,623.065168,272.08844700000003
10,10,654.0,284.0,636.423067,268.39311499999997
11,11,668.0,282.0,652.055964,267.026995
12,12,682.0,276.0,667.330921,261.17614
13,13,696.0,274.0,682.729715,259.745946
14,14,712.0,272.0,700.207817,258.382883
15,15,726.0,270.0,715.377542,256.87201899999997
16,16,740.0,268.0,730.452704,255.32310499999997
17,17,754.0,266.0,745.440699,253.73568999999998
18,18,771.0,263.0,763.51102,251.124481
19,19,787.0,261.0,780.455773,249.52345499999998
20,20,802.0,260.0,796.2933,248.93912999999998
21,21,818.0,260.0,813.139143,249.436298
22,22,836.0,260.0,831.996663,249.92578799999998
23,23,850.0,260.0,846.603505,250.25589900000003
24,24,868.0,260.0,865.3179470000001,250.61585699999998
25,25,884.0,260.0,881.901174,250.875383
26,26,902.0,260.0,900.511394,251.099811
27,27,918.0,262.0,917.0374130000001,253.424573
28,28,934.0,264.0,933.5307310000001,255.68925499999997
29,29,950.0,264.0,950.000933,255.716636
30,30,968.0,266.0,968.522681,257.860696
31,31,984.0,268.0,984.9827720000001,259.948936
32,32,1002.0,272.0,1003.489451,264.133767
33,33,1018.0,274.0,1019.96877,266.10558199999997
34,34,1036.0,278.0,1038.5094800000002,270.159446
35,35,1052.0,282.0,1055.010075,274.188176
36,36,1070.0,284.0,1073.675417,275.953105
37,37,1086.0,290.0,1090.216111,282.04098999999997
38,38,1102.0,294.0,1106.861152,285.916969
39,39,1120.0,300.0,1125.618782,291.84452200000004
40,40,1136.0,306.0,1142.345212,297.786894
41,41,1152.0,310.0,1159.2249869999998,301.53180299999997
42,42,1168.0,316.0,1176.126711,307.397544
43,43,1184.0,322.0,1193.13104,313.229322
44,44,1200.0,330.0,1210.164864,321.186331
45,45,1214.0,336.0,1225.211349,327.049173
46,46,1228.0,342.0,1240.3611050000002,332.894927
47,47,1244.0,350.0,1257.7602769999999,340.79024100000004
48,48,1260.0,358.0,1275.316676,348.67282400000005
49,49,1272.0,364.0,1288.595624,354.579791
50,50,1288.0,372.0,1306.461334,362.453679
51,51,1300.0,380.0,1319.894327,370.52004300000004
52,52,1314.0,388.0,1335.77793,378.500172
53,53,1328.0,396.0,1351.832132,386.493443
54,54,1340.0,404.0,1365.684688,394.59650899999997
55,55,1352.0,412.0,1379.6797980000001,402.71935299999996
56,56,1366.0,414.0,1396.525765,404.256304
57,57,1376.0,408.0,1409.047954,397.233407
58,58,1386.0,402.0,1421.718124,390.138875
59,59,1396.0,396.0,1434.541753,382.969702
60,60,1404.0,388.0,1445.110723,373.62170699999996
61,61,1414.0,384.0,1458.106982,368.526011
62,62,1424.0,378.0,1471.395774,361.12307599999997
63,63,1434.0,374.0,1484.712491,355.896033
64,64,1442.0,368.0,1495.700039,348.486361
65,65,1450.0,364.0,1506.653481,343.289302
66,66,1460.0,358.0,1520.595928,335.569545
67,67,1470.0,354.0,1534.554659,330.06712799999997
68,68,1478.0,350.0,1545.930774,324.682438
69,69,1486.0,348.0,1557.238891,321.579966
70,70,1494.0,344.0,1568.867253,316.092164
71,71,1502.0,342.0,1580.420117,312.9073
72,72,1510.0,338.0,1592.3156,307.310429
73,73,1518.0,336.0,1604.128135,304.038
74,74,1526.0,334.0,1616.073236,300.725467
75,75,1532.0,334.0,1624.9430710000001,300.01925
76,76,1540.0,332.0,1637.125407,296.642396
77,77,1546.0,330.0,1646.420343,293.473947
78,78,1554.0,330.0,1658.604947,292.455796
79,79,1562.0,328.0,1671.196208,288.96338399999996
80,80,1568.0,328.0,1680.5425010000001,288.157706
81,81,1574.0,328.0,1689.9750010000002,287.33729500000004
82,82,1580.0,328.0,1699.49683,286.501489
83,83,1586.0,328.0,1709.111422,285.649541
84,84,1592.0,328.0,1718.8225670000002,284.780613
85,85,1600.0,330.0,1731.6289969999998,286.09970400000003
86,86,1606.0,330.0,1741.5759480000002,285.19688199999996
87,87,1612.0,332.0,1751.32535,286.796018
88,88,1618.0,334.0,1761.181342,288.390852
89,89,1622.0,334.0,1768.0244030000001,287.762081
90,90,1628.0,338.0,1777.7536519999999,291.884309
91,91,1634.0,338.0,1788.2450390000001,290.917851
92,92,1638.0,342.0,1794.661193,295.369125
93,93,1644.0,344.0,1805.046432,296.942344
94,94,1648.0,346.0,1811.9377539999998,298.841717
95,95,1652.0,350.0,1818.5592760000002,303.309616
96,96,1658.0,352.0,1829.283619,304.875991
97,97,1662.0,356.0,1836.071294,309.355961
98,98,1666.0,360.0,1842.9314940000002,313.842795
99,99,1672.0,364.0,1853.703173,317.998504
100,100,1674.0,368.0,1856.882994,322.838065
101,101,1680.0,372.0,1867.900843,327.009846
102,102,1682.0,376.0,1871.168261,331.86379
103,103,1686.0,382.0,1878.1153149999998,338.985879
104,104,1690.0,384.0,1885.823261,340.921895
105,105,1694.0,390.0,1892.9712190000002,348.069246
106,106,1698.0,394.0,1900.5598519999999,352.62441
107,107,1700.0,400.0,1903.7498269999999,360.12225
108,108,1704.0,406.0,1911.199239,367.31099
109,109,1706.0,410.0,1914.818554,372.216586
110,110,1710.0,416.0,1922.472877,379.435055
111,111,1712.0,422.0,1925.910853,386.968474
112,112,1716.0,428.0,1933.7968809999998,394.224229
113,113,1718.0,436.0,1937.1104070000001,404.391318
114,114,1720.0,440.0,1941.031162,409.345215
115,115,1722.0,446.0,1944.7461190000001,416.91851299999996
116,116,1724.0,452.0,1948.5293120000001,424.501912
117,117,1726.0,458.0,1952.383243,432.096629
118,118,1728.0,466.0,1956.0979920000002,442.312899
119,119,1730.0,474.0,1959.9198,452.542985
120,120,1732.0,480.0,1964.028843,460.181739
121,121,1734.0,486.0,1968.221631,467.83791900000006
122,122,1734.0,494.0,1967.6047079999998,478.26938099999995
123,123,1736.0,500.0,1971.940075,485.95354299999997
124,124,1738.0,508.0,1976.2571870000002,496.27035199999995
