-0.95834,-0.034627,0.35342
-0.89166,-0.034825,0.36821
-0.82773,-0.034802,0.37475
-0.76749,-0.033297,0.38669
-0.69797,-0.039568,0.39782
-0.64148,-0.040678,0.40641
-0.58229,-0.032589,0.41381
-0.51772,-0.03304,0.42177
-0.45968,-0.044473,0.43242
-0.39882,-0.032509,0.44349
-0.34196,-0.031002,0.45368
-0.27823,-0.035316,0.46215
-0.22055,-0.028922,0.46567
-0.16302,-0.022381,0.47141
-0.10564,-0.015505,0.47966
-0.049822,-0.016545,0.48582
0.0060236,-0.016789,0.49031
0.06409,-0.0023322,0.49652
0.11496,0.0004549,0.49981
0.17103,0.0032406,0.5028
0.2271,0.0083199,0.50892
0.28347,0.016656,0.51215
0.33182,0.022025,0.51327
0.38892,0.029406,0.51754
0.44367,0.035209,0.52056
0.49398,0.042519,0.52162
0.54904,0.040268,0.52133
0.60169,0.047381,0.52364
0.65065,0.049919,0.52396
0.70412,0.05835,0.52273
0.75844,0.060665,0.51852
0.80713,0.062984,0.51822
0.85851,0.06602,0.51659
0.91032,0.067123,0.51481
0.96059,0.072463,0.51166
1.0105,0.075618,0.50857
1.0612,0.079546,0.50465
1.1102,0.074733,0.49843
1.1566,0.079583,0.4942
1.2088,0.076327,0.4891
1.2588,0.083163,0.48179
1.3061,0.079988,0.4733
1.3536,0.083569,0.46736
1.3986,0.085349,0.4607
1.4507,0.083976,0.45179
1.4957,0.084378,0.44491
1.5423,0.083962,0.43579
1.5891,0.081985,0.42607
1.6363,0.08257,0.4196
1.6817,0.080378,0.40903
1.7299,0.08634,0.39797
1.7735,0.082808,0.38733
1.824,0.086553,0.37661
1.8657,0.086003,0.36371
1.9154,0.081542,0.35301
1.9647,0.083461,0.33967
2.0101,0.078634,0.3275
2.0596,0.076999,0.3146
2.1123,0.073496,0.30151
2.1635,0.067035,0.28866
2.2259,0.060664,0.27519
2.2945,0.049241,0.26146
2.384,0.023138,0.24924
2.5143,-0.032873,0.23751
2.8121,-0.20099,0.23387
3.5724,-0.85993,0.27388
3.518,-1.9627,0.42935
2.4003,-0.6256,0.30639
2.2942,-0.36555,0.26062
2.3349,-0.34743,0.2501
2.9015,-1.1404,0.33865
2.4406,0.19348,0.089664
2.4127,0.21485,0.074921
