-1.0962,0.0071838,0.32739
-1.0475,-0.017927,0.33167
-1.0013,-0.022794,0.3381
-0.94868,-0.012331,0.34751
-0.89855,-0.02167,0.35061
-0.85163,-0.014833,0.35681
-0.79916,-0.015122,0.36185
-0.75016,-0.011019,0.36728
-0.70612,-0.011438,0.37128
-0.65583,-0.014014,0.37102
-0.61012,-0.021785,0.37152
-0.55767,-0.0066708,0.37203
-0.51244,-0.0035422,0.37124
-0.46652,-0.0016632,0.369
-0.41895,-0.00079331,0.36612
-0.37235,-0.0009901,0.36408
-0.32902,-0.0092842,0.35956
-0.27991,0.0045628,0.35629
-0.23614,0.0059603,0.3485
-0.1892,0.010388,0.34296
-0.14642,0.020308,0.33513
-0.10332,0.011856,0.32766
-0.060591,0.022942,0.32065
-0.020739,0.010941,0.31344
0.026309,0.02085,0.30029
0.070769,0.032839,0.28935
0.11568,0.045444,0.27677
0.15563,0.047473,0.26411
0.19752,0.046718,0.25125
0.24075,0.053795,0.23818
0.28081,0.053491,0.22316
0.32512,0.063037,0.2065
0.36231,0.076868,0.18851
0.40463,0.072682,0.17865
0.44401,0.082135,0.15439
0.485,0.069745,0.13909
0.52309,0.081598,0.11966
0.5646,0.09443,0.099422
0.60248,0.082111,0.083357
0.65233,0.0857,0.098421
0.69418,0.077245,0.11917
0.74085,0.081938,0.13935
0.78349,0.088262,0.15657
0.82995,0.087395,0.17214
0.87447,0.090265,0.19058
0.91682,0.094129,0.20727
0.96122,0.097343,0.21857
1.004,0.098646,0.23431
1.0434,0.10349,0.24502
1.0909,0.10138,0.26296
1.1276,0.098692,0.26728
1.175,0.1108,0.27417
1.2128,0.10124,0.28264
1.2534,0.10236,0.29336
1.297,0.10634,0.29993
1.3479,0.12067,0.30446
1.3809,0.11739,0.31274
1.4251,0.10922,0.31984
1.4594,0.115,0.31761
1.5056,0.11996,0.3201
1.5318,0.10391,0.32435
1.5794,0.11617,0.32921
1.628,0.13124,0.32642
1.6642,0.11861,0.32574
1.714,0.13323,0.32903
1.7399,0.11771,0.32192
1.7871,0.12817,0.31962
1.8117,0.10834,0.31569
1.8534,0.11534,0.3143
1.8967,0.11856,0.30902
1.9408,0.12734,0.30398
1.9762,0.11859,0.30178
2.0142,0.12005,0.29266
2.0477,0.10913,0.28267
2.1143,0.13215,0.27777
2.1507,0.12049,0.26787
2.1895,0.12178,0.25818
2.2348,0.10329,0.25271
2.2989,0.10246,0.24214
2.3605,0.09225,0.23099
2.4552,0.062178,0.22352
2.5689,0.022582,0.21503
2.7261,-0.055863,0.20322
3.1506,-0.32728,0.20866
4.0811,-1.2685,0.26812
4.1134,-2.0739,0.3704
2.6455,-0.79928,0.30631
2.3832,-0.33722,0.23963
2.3939,-0.24991,0.21334
2.4082,-0.2443,0.19675
2.4501,-0.24803,0.18327
4.8005,-2.0429,0.20217
2.5452,0.26088,0.020385
2.4862,0.28888,0.0034937
2.5063,0.31566,-0.012135
2.5262,0.31737,-0.034878
2.538,0.32046,-0.049292
