,frame,x,y,undistort_x,undistort_y
5,5,1284.0,264.0,1308.625009,243.15215299999997
6,6,1260.0,261.0,1281.089898,241.55876899999998
7,7,1236.0,259.0,1253.914739,240.97479199999998
8,8,1214.0,255.0,1229.487771,237.883641
9,9,1186.0,251.0,1198.738025,235.036679
10,10,1162.0,251.0,1172.533138,236.305715
11,11,1140.0,250.0,1148.81947,236.225571
12,12,1114.0,249.0,1121.057648,236.18702000000002
13,13,1086.0,246.0,1091.502005,233.833885
14,14,1063.0,244.0,1067.37312,232.28505499999997
15,15,1040.0,241.0,1043.384045,229.505997
16,16,1010.0,240.0,1012.1662369999999,228.92933900000003
17,17,985.0,242.0,986.2155619999999,231.42396800000003
18,18,961.0,242.0,961.3781050000001,231.55344399999998
19,19,934.0,242.0,933.45189,231.53784100000001
20,20,911.0,241.0,909.634337,230.28320499999998
21,21,886.0,242.0,883.7098490000001,231.087883
22,22,861.0,244.0,857.725282,232.85477400000002
23,23,839.0,245.0,834.752622,233.448577
24,24,815.0,247.0,809.587714,234.978056
25,25,791.0,248.0,784.224872,235.26550899999998
26,26,766.0,250.0,757.6263610000001,236.490819
27,27,745.0,252.0,735.105223,237.76882999999998
28,28,723.0,256.0,711.397667,241.134885
29,29,698.0,257.0,683.9707030000001,240.864513
30,30,678.0,261.0,661.959933,244.144421
31,31,657.0,265.0,638.579308,247.28179300000002
32,32,636.0,267.0,614.7635230000001,248.07491800000003
33,33,616.0,270.0,591.851864,249.985822
34,34,596.0,276.0,568.860026,255.23715499999997
35,35,576.0,282.0,545.542907,260.434247
36,36,558.0,286.0,524.134968,263.467935
37,37,539.0,290.0,501.17479299999997,266.36472000000003
38,38,521.0,294.0,479.09439800000007,269.304571
39,39,503.0,298.0,456.65396100000004,272.202432
40,40,486.0,304.0,435.33144400000003,277.485027
41,41,469.0,309.0,413.556933,281.588376
42,42,455.0,314.0,395.435402,285.985314
43,43,440.0,319.0,375.688478,290.272946
44,44,424.0,324.0,354.235862,294.448507
45,45,409.0,332.0,334.132612,302.273321
46,46,396.0,338.0,316.325423,307.96993
47,47,382.0,344.0,296.787496,313.57448700000003
48,48,370.0,350.0,279.86405299999996,319.414942
49,49,356.0,356.0,259.67994300000004,325.05988199999996
50,50,344.0,360.0,241.954038,328.543333
51,51,333.0,366.0,225.705055,334.558416
52,52,322.0,372.0,209.197141,340.601201
53,53,310.0,376.0,190.596134,344.133325
54,54,300.0,381.0,175.013799,349.118185
55,55,288.0,388.0,156.084804,356.35564500000004
56,56,280.0,394.0,143.390104,362.8442
57,57,269.0,400.0,125.378396,369.03963500000003
58,58,261.0,407.0,112.319364,376.83184
59,59,252.0,412.0,97.05513499999999,382.07615699999997
60,60,243.0,418.0,81.59316899999999,388.59486699999997
61,61,236.0,424.0,69.477234,395.359694
62,62,228.0,430.0,55.272043999999994,402.057121
63,63,220.0,435.0,40.652042,407.53261499999996
64,64,214.0,441.0,29.689405999999998,414.50530200000003
65,65,206.0,447.0,14.537949,421.31734900000004
66,66,199.0,454.0,1.105249,429.54654500000004
67,67,193.0,459.0,-10.793372,435.363384
68,68,188.0,465.0,-20.762635,442.58978600000006
69,69,182.0,471.0,-33.138767,449.76659800000004
70,70,176.0,478.0,-45.793514,458.28546500000004
71,71,172.0,482.0,-54.513816000000006,463.134056
72,72,165.0,489.0,-70.262888,471.678068
73,73,161.0,494.0,-79.498456,477.906492
74,74,155.0,499.0,-94.030736,484.027603
75,75,152.0,505.0,-101.296563,491.73294500000003
76,76,147.0,511.0,-114.112429,499.359835
77,77,144.0,516.0,-122.00313600000001,505.836159
